ID,Comentario,Tipo
8773,No responden los correos de atención al cliente.,Queja
8774,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
8775,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
8776,No responden los correos de atención al cliente.,Queja
8777,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8778,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
8779,El producto llegó defectuoso y tardaron en dar solución.,Queja
8780,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8781,No me gusta que el personal no esté bien capacitado.,Queja
8782,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8783,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8784,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
8785,La página web es muy lenta y difícil de usar.,Queja
8786,Tuve un problema con mi compra y nadie me ayudó.,Queja
8787,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8788,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8789,La página web es muy lenta y difícil de usar.,Queja
8790,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
8791,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
8792,El producto llegó defectuoso y tardaron en dar solución.,Queja
8793,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8794,Sería genial si agregaran más opciones de pago.,Sugerencia
8795,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
8796,No responden los correos de atención al cliente.,Queja
8797,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
8798,No responden los correos de atención al cliente.,Queja
8799,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8800,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8801,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8802,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
8803,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
8804,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
8805,La página web es muy lenta y difícil de usar.,Queja
8806,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
8807,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
8808,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8809,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8810,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
8811,Tuve un problema con mi compra y nadie me ayudó.,Queja
8812,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8813,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8814,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8815,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
8816,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
8817,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
8818,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
8819,Sería genial si agregaran más opciones de pago.,Sugerencia
8820,No responden los correos de atención al cliente.,Queja
8821,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8822,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
8823,No me gusta que el personal no esté bien capacitado.,Queja
8824,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
8825,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8826,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
8827,No responden los correos de atención al cliente.,Queja
8828,No responden los correos de atención al cliente.,Queja
8829,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
8830,El servicio al cliente fue muy lento y poco amable.,Queja
8831,Sería genial si agregaran más opciones de pago.,Sugerencia
8832,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8833,El servicio al cliente fue muy lento y poco amable.,Queja
8834,La página web es muy lenta y difícil de usar.,Queja
8835,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
8836,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8837,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
8838,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
8839,No me gusta que el personal no esté bien capacitado.,Queja
8840,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
8841,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
8842,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8843,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
8844,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
8845,Sería genial si agregaran más opciones de pago.,Sugerencia
8846,No responden los correos de atención al cliente.,Queja
8847,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8848,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8849,Sería genial si agregaran más opciones de pago.,Sugerencia
8850,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8851,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
8852,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
8853,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8854,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8855,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
8856,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
8857,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
8858,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
8859,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
8860,No me gusta que el personal no esté bien capacitado.,Queja
8861,La página web es muy lenta y difícil de usar.,Queja
8862,Tuve un problema con mi compra y nadie me ayudó.,Queja
8863,El servicio al cliente fue muy lento y poco amable.,Queja
8864,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
8865,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
8866,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8867,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8868,El producto llegó defectuoso y tardaron en dar solución.,Queja
8869,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
8870,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
8871,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8872,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8873,La página web es muy lenta y difícil de usar.,Queja
8874,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8875,La página web es muy lenta y difícil de usar.,Queja
8876,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
8877,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8878,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8879,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
8880,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
8881,La página web es muy lenta y difícil de usar.,Queja
8882,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8883,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8884,El producto llegó defectuoso y tardaron en dar solución.,Queja
8885,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
8886,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
8887,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8888,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8889,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8890,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8891,Tuve un problema con mi compra y nadie me ayudó.,Queja
8892,No responden los correos de atención al cliente.,Queja
8893,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8894,No responden los correos de atención al cliente.,Queja
8895,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
8896,El servicio al cliente fue muy lento y poco amable.,Queja
8897,Sería genial si agregaran más opciones de pago.,Sugerencia
8898,La página web es muy lenta y difícil de usar.,Queja
8899,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
8900,No responden los correos de atención al cliente.,Queja
8901,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
8902,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8903,No responden los correos de atención al cliente.,Queja
8904,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8905,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8906,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
8907,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
8908,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8909,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
8910,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8911,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8912,La página web es muy lenta y difícil de usar.,Queja
8913,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8914,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
8915,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
8916,El servicio al cliente fue muy lento y poco amable.,Queja
8917,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
8918,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
8919,Tuve un problema con mi compra y nadie me ayudó.,Queja
8920,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8921,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
8922,No me gusta que el personal no esté bien capacitado.,Queja
8923,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8924,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
8925,El producto llegó defectuoso y tardaron en dar solución.,Queja
8926,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8927,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8928,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8929,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
8930,Sería genial si agregaran más opciones de pago.,Sugerencia
8931,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
8932,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
8933,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
8934,El servicio al cliente fue muy lento y poco amable.,Queja
8935,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8936,La página web es muy lenta y difícil de usar.,Queja
8937,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
8938,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
8939,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
8940,El producto llegó defectuoso y tardaron en dar solución.,Queja
8941,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8942,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8943,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
8944,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8945,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8946,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
8947,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8948,No responden los correos de atención al cliente.,Queja
8949,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
8950,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8951,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8952,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8953,El servicio al cliente fue muy lento y poco amable.,Queja
8954,El producto llegó defectuoso y tardaron en dar solución.,Queja
8955,No me gusta que el personal no esté bien capacitado.,Queja
8956,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8957,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8958,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
8959,Sería genial si agregaran más opciones de pago.,Sugerencia
8960,No me gusta que el personal no esté bien capacitado.,Queja
8961,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8962,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8963,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
8964,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8965,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
8966,El servicio al cliente fue muy lento y poco amable.,Queja
8967,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
8968,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8969,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8970,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8971,El producto llegó defectuoso y tardaron en dar solución.,Queja
8972,No me gusta que el personal no esté bien capacitado.,Queja
8973,La página web es muy lenta y difícil de usar.,Queja
8974,El producto llegó defectuoso y tardaron en dar solución.,Queja
8975,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
8976,Sería genial si agregaran más opciones de pago.,Sugerencia
8977,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
8978,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
8979,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
8980,El servicio al cliente fue muy lento y poco amable.,Queja
8981,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
8982,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
8983,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8984,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8985,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8986,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
8987,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
8988,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
8989,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
8990,El servicio al cliente fue muy lento y poco amable.,Queja
8991,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
8992,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
8993,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
8994,La página web es muy lenta y difícil de usar.,Queja
8995,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
8996,Sería genial si agregaran más opciones de pago.,Sugerencia
8997,No me gusta que el personal no esté bien capacitado.,Queja
8998,El servicio al cliente fue muy lento y poco amable.,Queja
8999,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9000,El servicio al cliente fue muy lento y poco amable.,Queja
9001,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9002,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9003,Sería genial si agregaran más opciones de pago.,Sugerencia
9004,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9005,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9006,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9007,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9008,El producto llegó defectuoso y tardaron en dar solución.,Queja
9009,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9010,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9011,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9012,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9013,Tuve un problema con mi compra y nadie me ayudó.,Queja
9014,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9015,La página web es muy lenta y difícil de usar.,Queja
9016,La página web es muy lenta y difícil de usar.,Queja
9017,El producto llegó defectuoso y tardaron en dar solución.,Queja
9018,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9019,Tuve un problema con mi compra y nadie me ayudó.,Queja
9020,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9021,No responden los correos de atención al cliente.,Queja
9022,No me gusta que el personal no esté bien capacitado.,Queja
9023,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9024,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9025,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9026,Sería genial si agregaran más opciones de pago.,Sugerencia
9027,La página web es muy lenta y difícil de usar.,Queja
9028,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9029,Sería genial si agregaran más opciones de pago.,Sugerencia
9030,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9031,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9032,No responden los correos de atención al cliente.,Queja
9033,La página web es muy lenta y difícil de usar.,Queja
9034,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9035,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9036,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9037,Sería genial si agregaran más opciones de pago.,Sugerencia
9038,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9039,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9040,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9041,El producto llegó defectuoso y tardaron en dar solución.,Queja
9042,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9043,Sería genial si agregaran más opciones de pago.,Sugerencia
9044,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9045,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9046,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9047,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9048,No responden los correos de atención al cliente.,Queja
9049,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9050,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9051,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9052,No responden los correos de atención al cliente.,Queja
9053,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9054,Tuve un problema con mi compra y nadie me ayudó.,Queja
9055,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9056,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9057,Tuve un problema con mi compra y nadie me ayudó.,Queja
9058,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9059,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9060,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9061,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9062,El producto llegó defectuoso y tardaron en dar solución.,Queja
9063,El servicio al cliente fue muy lento y poco amable.,Queja
9064,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9065,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9066,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9067,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9068,El servicio al cliente fue muy lento y poco amable.,Queja
9069,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9070,El servicio al cliente fue muy lento y poco amable.,Queja
9071,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9072,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9073,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9074,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9075,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9076,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9077,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9078,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9079,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9080,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9081,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9082,No me gusta que el personal no esté bien capacitado.,Queja
9083,La página web es muy lenta y difícil de usar.,Queja
9084,Sería genial si agregaran más opciones de pago.,Sugerencia
9085,No me gusta que el personal no esté bien capacitado.,Queja
9086,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9087,Sería genial si agregaran más opciones de pago.,Sugerencia
9088,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9089,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9090,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9091,No me gusta que el personal no esté bien capacitado.,Queja
9092,No responden los correos de atención al cliente.,Queja
9093,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9094,No responden los correos de atención al cliente.,Queja
9095,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9096,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9097,El servicio al cliente fue muy lento y poco amable.,Queja
9098,El servicio al cliente fue muy lento y poco amable.,Queja
9099,No me gusta que el personal no esté bien capacitado.,Queja
9100,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9101,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9102,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9103,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9104,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9105,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9106,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9107,El servicio al cliente fue muy lento y poco amable.,Queja
9108,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9109,No me gusta que el personal no esté bien capacitado.,Queja
9110,La página web es muy lenta y difícil de usar.,Queja
9111,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9112,El producto llegó defectuoso y tardaron en dar solución.,Queja
9113,El producto llegó defectuoso y tardaron en dar solución.,Queja
9114,El producto llegó defectuoso y tardaron en dar solución.,Queja
9115,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9116,Tuve un problema con mi compra y nadie me ayudó.,Queja
9117,Tuve un problema con mi compra y nadie me ayudó.,Queja
9118,El servicio al cliente fue muy lento y poco amable.,Queja
9119,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9120,No me gusta que el personal no esté bien capacitado.,Queja
9121,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9122,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9123,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9124,La página web es muy lenta y difícil de usar.,Queja
9125,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9126,El servicio al cliente fue muy lento y poco amable.,Queja
9127,La página web es muy lenta y difícil de usar.,Queja
9128,No responden los correos de atención al cliente.,Queja
9129,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9130,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
9131,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9132,El servicio al cliente fue muy lento y poco amable.,Queja
9133,Sería genial si agregaran más opciones de pago.,Sugerencia
9134,Tuve un problema con mi compra y nadie me ayudó.,Queja
9135,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9136,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9137,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9138,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9139,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9140,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9141,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9142,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9143,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9144,Sería genial si agregaran más opciones de pago.,Sugerencia
9145,No responden los correos de atención al cliente.,Queja
9146,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9147,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9148,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9149,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9150,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9151,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9152,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9153,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9154,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9155,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9156,No responden los correos de atención al cliente.,Queja
9157,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9158,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9159,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9160,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9161,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9162,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9163,Tuve un problema con mi compra y nadie me ayudó.,Queja
9164,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9165,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9166,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9167,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9168,No responden los correos de atención al cliente.,Queja
9169,La página web es muy lenta y difícil de usar.,Queja
9170,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
9171,La página web es muy lenta y difícil de usar.,Queja
9172,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9173,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
9174,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
9175,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9176,Sería genial si agregaran más opciones de pago.,Sugerencia
9177,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
9178,El servicio al cliente fue muy lento y poco amable.,Queja
9179,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9180,No me gusta que el personal no esté bien capacitado.,Queja
9181,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9182,Tuve un problema con mi compra y nadie me ayudó.,Queja
9183,Tuve un problema con mi compra y nadie me ayudó.,Queja
9184,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
9185,Tuve un problema con mi compra y nadie me ayudó.,Queja
9186,Tuve un problema con mi compra y nadie me ayudó.,Queja
9187,No me gusta que el personal no esté bien capacitado.,Queja
9188,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9189,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9190,Tuve un problema con mi compra y nadie me ayudó.,Queja
9191,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9192,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
9193,El servicio al cliente fue muy lento y poco amable.,Queja
9194,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
9195,No responden los correos de atención al cliente.,Queja
9196,No responden los correos de atención al cliente.,Queja
9197,El servicio al cliente fue muy lento y poco amable.,Queja
9198,No responden los correos de atención al cliente.,Queja
9199,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
9200,El servicio al cliente fue muy lento y poco amable.,Queja
9201,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
9202,No responden los correos de atención al cliente.,Queja
9203,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
9204,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
9205,No me gusta que el personal no esté bien capacitado.,Queja
9206,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
9207,No responden los correos de atención al cliente.,Queja
